"parent_audit_id","child_audit_id","old_context","verified_context","claim","impact_class","classification_reason","complete_unit","content_id","question_or_title","all_choices","correct_answer_number","explanation_or_body","recorded_source","recorded_url","audit_result","revision","audit_reason","missing_material","restart_condition","unit_note"
"A-OTHER-4275688EAC","A-OTHER-4275688EAC-04","correct_explanation","correct_explanation","c. 使用済み器具を密封袋に入れれば、消毒済み器具と同じ収納部に保管できる。","A1","正解解説の法令・数値・安全基準で正答理解へ直接影響","ambiguous","","","","","","","","監修確認中","保留","同一文が複数問題で再利用され、対象問題を一意に固定できない","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合","同一文が問題集3問で再利用"
"A-OTHER-A9D57F0B80","A-OTHER-A9D57F0B80-01","wrong_choice","wrong_choice","頭髪の切断だけに用いるものを除き、血液付着器具と同じ区分の方法で消毒する","A1","選択肢又は公式過去問として正答判定へ直接影響","ambiguous","","","","","","","","監修確認中","保留","同一文が複数問題で再利用され、対象問題を一意に固定できない","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合","同一文が問題集3問で再利用"
"A-OTHER-C640FC28B1","A-OTHER-C640FC28B1-01","wrong_choice","wrong_choice","同じ客に続けて使用する場合は、作業の途中で刃が皮膚に触れても消毒を要しない","A1","選択肢又は公式過去問として正答判定へ直接影響","ambiguous","","","","","","","","監修確認中","保留","同一文が複数問題で再利用され、対象問題を一意に固定できない","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合","同一文が問題集3問で再利用"
"A-OTHER-4D8C5F1523","A-OTHER-4D8C5F1523-01","wrong_choice","wrong_choice","廃棄するか、血液が付着している器具と同様の洗浄及び消毒を行う","A1","選択肢又は公式過去問として正答判定へ直接影響","ambiguous","","","","","","","","監修確認中","保留","同一文が複数問題で再利用され、対象問題を一意に固定できない","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合","同一文が問題集2問で再利用"
"A-OTHER-4522A6BBCF","A-OTHER-4522A6BBCF-01","wrong_choice","wrong_choice","血液部分に消毒液を噴霧し、洗浄せず乾燥させて再使用する","A1","選択肢又は公式過去問として正答判定へ直接影響","yes","205","血液が付着したタオル等の取扱いとして、適切なものはどれか。","1.廃棄するか、血液が付着している器具と同様の洗浄及び消毒を行う | 2.血液部分を水洗いした後、他の使用済みタオルと同じ方法だけで処理する | 3.血液部分に消毒液を噴霧し、洗浄せず乾燥させて再使用する | 4.通常どおり洗濯した後、消毒前の清潔なタオルと同じ場所に保管する","1","血液が付着したタオル等は、廃棄するか、血液が付着している器具と同様の洗浄及び消毒を行う。乾燥や水洗いだけでは不十分で、清潔なタオルとも区別するため、①が正しい。","厚生労働省「理容所及び美容所における衛生管理要領」","https://www.mhlw.go.jp/web/t_doc?dataId=00ta5155&dataType=1&pageNo=1","公式確認済み・問題上の意図的な誤答","修正不要","完全問題単位で誤答位置と正答番号を確認し、問題に記録された公的一次資料との対応を確認","","","問題集の完全問題単位を取得"
"A-OTHER-BA8AAB97F0","A-OTHER-BA8AAB97F0-03","correct_explanation","correct_explanation","b. 原液濃度と目的濃度を確認し、必要な原液量を計算して水で希釈する。","A1","正解解説の法令・数値・安全基準で正答理解へ直接影響","ambiguous","","","","","","","","監修確認中","保留","同一文が複数問題で再利用され、対象問題を一意に固定できない","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合","同一文が問題集2問で再利用"
"A-OTHER-BA8AAB97F0","A-OTHER-BA8AAB97F0-04","correct_explanation","correct_explanation","c. 10％の原液から0.1％液を1,000mL作る場合は、原液10mLを取り、水を加えて全量を1,000mLとする。","A1","正解解説の法令・数値・安全基準で正答理解へ直接影響","ambiguous","","","","","","","","監修確認中","保留","同一文が複数問題で再利用され、対象問題を一意に固定できない","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合","同一文が問題集4問で再利用"
"A-OTHER-BA8AAB97F0","A-OTHER-BA8AAB97F0-05","correct_explanation","correct_explanation","d. 10％の原液から0.1％液を1,000mL作る場合は、原液100mLに水900mLを加える。","A1","正解解説の法令・数値・安全基準で正答理解へ直接影響","ambiguous","","","","","","","","監修確認中","保留","同一文が複数問題で再利用され、対象問題を一意に固定できない","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合","同一文が問題集5問で再利用"
"A-OTHER-049A3DC806","A-OTHER-049A3DC806-01","wrong_choice","wrong_choice","客ごとに手袋を交換すれば、使用済み器具と消毒済み器具を同じ収納部に保管してよい","A1","選択肢又は公式過去問として正答判定へ直接影響","ambiguous","","","","","","","","監修確認中","保留","同一文が複数問題で再利用され、対象問題を一意に固定できない","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合","同一文が問題集2問で再利用"
"A-OTHER-54196F9855","A-OTHER-54196F9855-01","wrong_choice","wrong_choice","血液付着の疑いがある器具では、使用できる消毒方法がより限定される","A1","選択肢又は公式過去問として正答判定へ直接影響","yes","","消毒方法","","","理容師法施行規則 第二十五条。器具の種類や汚染状況に応じ、煮沸、エタノール、次亜塩素酸ナトリウム等で消毒。","","","参考資料確認済み・問題上の意図的な誤答","修正不要","完全問題単位で誤答位置と正答番号の整合を確認。公的一次資料の固定が不足","該当主張を直接裏付ける公的一次資料","一次資料の条項・通知箇所を特定後に公式確認へ更新","教材の完全項目を取得"
"A-OTHER-CE1BCC49E7","A-OTHER-CE1BCC49E7-01","wrong_choice","wrong_choice","消毒薬の名称と濃度が合っていれば、対象器具や作用時間は問わない","A1","選択肢又は公式過去問として正答判定へ直接影響","yes","214","理容師国家試験で消毒法を判断する際、最も適切な考え方はどれか。","1.消毒薬の名称と濃度が合っていれば、対象器具や作用時間は問わない | 2.器具の種類、血液付着の有無、消毒薬の濃度、作用時間を組み合わせて判断する | 3.対象器具と作用時間が合っていれば、消毒薬の濃度は製品ごとの目安でよい | 4.消毒薬の濃度と作用時間が合っていれば、消毒前の十分な洗浄は省略できる","2","消毒法は、器具の種類、血液付着の有無、消毒薬の濃度及び作用時間を組み合わせて判断し、消毒前の洗浄や消毒後の保管も含めて管理する。薬品名、濃度又は時間の一つだけでは判断できないため、②が正しい。","厚生労働省「理容所及び美容所における衛生管理要領」","https://www.mhlw.go.jp/web/t_doc?dataId=00ta5155&dataType=1&pageNo=1","公式確認済み・問題上の意図的な誤答","修正不要","完全問題単位で誤答位置と正答番号を確認し、問題に記録された公的一次資料との対応を確認","","","問題集の完全問題単位を取得"
"A-OTHER-A561A34EB7","A-OTHER-A561A34EB7-01","wrong_choice","wrong_choice","器具の種類、血液付着の有無、消毒薬の濃度、作用時間を組み合わせて判断する","A1","選択肢又は公式過去問として正答判定へ直接影響","ambiguous","","","","","","","","監修確認中","保留","同一文が複数問題で再利用され、対象問題を一意に固定できない","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合","同一文が問題集2問で再利用"
"A-OTHER-6FB3B4E30A","A-OTHER-6FB3B4E30A-01","wrong_choice","wrong_choice","対象器具と作用時間が合っていれば、消毒薬の濃度は製品ごとの目安でよい","A1","選択肢又は公式過去問として正答判定へ直接影響","yes","214","理容師国家試験で消毒法を判断する際、最も適切な考え方はどれか。","1.消毒薬の名称と濃度が合っていれば、対象器具や作用時間は問わない | 2.器具の種類、血液付着の有無、消毒薬の濃度、作用時間を組み合わせて判断する | 3.対象器具と作用時間が合っていれば、消毒薬の濃度は製品ごとの目安でよい | 4.消毒薬の濃度と作用時間が合っていれば、消毒前の十分な洗浄は省略できる","2","消毒法は、器具の種類、血液付着の有無、消毒薬の濃度及び作用時間を組み合わせて判断し、消毒前の洗浄や消毒後の保管も含めて管理する。薬品名、濃度又は時間の一つだけでは判断できないため、②が正しい。","厚生労働省「理容所及び美容所における衛生管理要領」","https://www.mhlw.go.jp/web/t_doc?dataId=00ta5155&dataType=1&pageNo=1","公式確認済み・問題上の意図的な誤答","修正不要","完全問題単位で誤答位置と正答番号を確認し、問題に記録された公的一次資料との対応を確認","","","問題集の完全問題単位を取得"
"A-OTHER-93C8C24E55","A-OTHER-93C8C24E55-01","wrong_choice","wrong_choice","消毒薬の濃度と作用時間が合っていれば、消毒前の十分な洗浄は省略できる","A1","選択肢又は公式過去問として正答判定へ直接影響","ambiguous","","","","","","","","監修確認中","保留","同一文が複数問題で再利用され、対象問題を一意に固定できない","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合","同一文が問題集2問で再利用"
"A-OTHER-46D61FB8D2","A-OTHER-46D61FB8D2-01","correct_explanation","correct_explanation","公衆衛生は、個人だけでなく集団や地域社会を対象に、疾病予防、健康の保持・増進、生活環境の改善などを図る活動である。医療機関での治療や理容器具の消毒だけに限定されないため、③が正しい。","A1","正解解説の法令・数値・安全基準で正答理解へ直接影響","yes","215","公衆衛生の考え方として、最も適切なものはどれか。","1.病気になった人を病院で治療することだけをいう | 2.理容所内の器具消毒だけをいう | 3.個人だけでなく、地域社会全体の健康の保持・増進を図る活動である | 4.美容目的のサービスを増やすことを主な目的とする","3","公衆衛生は、個人だけでなく集団や地域社会を対象に、疾病予防、健康の保持・増進、生活環境の改善などを図る活動である。医療機関での治療や理容器具の消毒だけに限定されないため、③が正しい。","","","監修確認中","保留","完全単位は取得できたが、収録URLだけでは当該主張を直接裏付ける条項・通知箇所を固定できない","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合","問題集の完全問題単位を取得"
"A-OTHER-99AB1D210B","A-OTHER-99AB1D210B-01","correct_explanation","correct_explanation","公衆衛生は、個人だけでなく集団や地域社会を対象に、疾病予防、健康の保持・増進、生活環境の改善などを図る活動である。医療機関での治療や理容器具の消毒だけに限定されないため、③が正しい。","A1","正解解説の法令・数値・安全基準で正答理解へ直接影響","yes","215","公衆衛生の考え方として、最も適切なものはどれか。","1.病気になった人を病院で治療することだけをいう | 2.理容所内の器具消毒だけをいう | 3.個人だけでなく、地域社会全体の健康の保持・増進を図る活動である | 4.美容目的のサービスを増やすことを主な目的とする","3","公衆衛生は、個人だけでなく集団や地域社会を対象に、疾病予防、健康の保持・増進、生活環境の改善などを図る活動である。医療機関での治療や理容器具の消毒だけに限定されないため、③が正しい。","","","監修確認中","保留","完全単位は取得できたが、収録URLだけでは当該主張を直接裏付ける条項・通知箇所を固定できない","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合","問題集の完全問題単位を取得"
"A-OTHER-7B331F4AC5","A-OTHER-7B331F4AC5-01","correct_explanation","correct_explanation","公衆衛生は、個人だけでなく集団や地域社会を対象に、疾病予防、健康の保持・増進、生活環境の改善などを図る活動である。医療機関での治療や理容器具の消毒だけに限定されないため、③が正しい。","A1","正解解説の法令・数値・安全基準で正答理解へ直接影響","yes","215","公衆衛生の考え方として、最も適切なものはどれか。","1.病気になった人を病院で治療することだけをいう | 2.理容所内の器具消毒だけをいう | 3.個人だけでなく、地域社会全体の健康の保持・増進を図る活動である | 4.美容目的のサービスを増やすことを主な目的とする","3","公衆衛生は、個人だけでなく集団や地域社会を対象に、疾病予防、健康の保持・増進、生活環境の改善などを図る活動である。医療機関での治療や理容器具の消毒だけに限定されないため、③が正しい。","","","監修確認中","保留","完全単位は取得できたが、収録URLだけでは当該主張を直接裏付ける条項・通知箇所を固定できない","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合","問題集の完全問題単位を取得"
"A-OTHER-4EFBB6A60F","A-OTHER-4EFBB6A60F-01","wrong_choice","wrong_choice","環境消毒を行えば、換気や手指衛生などの感染経路対策は省略できる","A1","選択肢又は公式過去問として正答判定へ直接影響","ambiguous","","","","","","","","監修確認中","保留","同一文が複数問題で再利用され、対象問題を一意に固定できない","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合","同一文が問題集2問で再利用"
"A-OTHER-82F94E5623","A-OTHER-82F94E5623-01","correct_explanation","correct_explanation","感染症予防では、感染源、感染経路、感受性宿主の三要因を把握し、それぞれに対する対策を組み合わせる。消毒だけで換気や手洗いを代替することはできないため、③が正しい。","A1","正解解説の法令・数値・安全基準で正答理解へ直接影響","yes","227","感染症予防の基本として、正しいものはどれか。","1.感染源への対策を行えば、感染経路と感受性宿主への対策は省略できる | 2.環境消毒を行えば、換気や手指衛生などの感染経路対策は省略できる | 3.感染源、感染経路、感受性宿主の三要因を踏まえて対策する | 4.症状のある人だけを感染源とみなし、無症状者への対策は行わない","3","感染症予防では、感染源、感染経路、感受性宿主の三要因を把握し、それぞれに対する対策を組み合わせる。消毒だけで換気や手洗いを代替することはできないため、③が正しい。","","","監修確認中","保留","完全単位は取得できたが、収録URLだけでは当該主張を直接裏付ける条項・通知箇所を固定できない","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合","問題集の完全問題単位を取得"
"A-OTHER-978623DFE1","A-OTHER-978623DFE1-01","correct_explanation","correct_explanation","感染症予防では、感染源、感染経路、感受性宿主の三要因を把握し、それぞれに対する対策を組み合わせる。消毒だけで換気や手洗いを代替することはできないため、③が正しい。","A1","正解解説の法令・数値・安全基準で正答理解へ直接影響","yes","227","感染症予防の基本として、正しいものはどれか。","1.感染源への対策を行えば、感染経路と感受性宿主への対策は省略できる | 2.環境消毒を行えば、換気や手指衛生などの感染経路対策は省略できる | 3.感染源、感染経路、感受性宿主の三要因を踏まえて対策する | 4.症状のある人だけを感染源とみなし、無症状者への対策は行わない","3","感染症予防では、感染源、感染経路、感受性宿主の三要因を把握し、それぞれに対する対策を組み合わせる。消毒だけで換気や手洗いを代替することはできないため、③が正しい。","","","監修確認中","保留","完全単位は取得できたが、収録URLだけでは当該主張を直接裏付ける条項・通知箇所を固定できない","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合","問題集の完全問題単位を取得"
"A-OTHER-AA60B39CF8","A-OTHER-AA60B39CF8-01","correct_explanation","correct_explanation","感染症予防では、感染源、感染経路、感受性宿主の三要因を把握し、それぞれに対する対策を組み合わせる。消毒だけで換気や手洗いを代替することはできないため、③が正しい。","A1","正解解説の法令・数値・安全基準で正答理解へ直接影響","yes","227","感染症予防の基本として、正しいものはどれか。","1.感染源への対策を行えば、感染経路と感受性宿主への対策は省略できる | 2.環境消毒を行えば、換気や手指衛生などの感染経路対策は省略できる | 3.感染源、感染経路、感受性宿主の三要因を踏まえて対策する | 4.症状のある人だけを感染源とみなし、無症状者への対策は行わない","3","感染症予防では、感染源、感染経路、感受性宿主の三要因を把握し、それぞれに対する対策を組み合わせる。消毒だけで換気や手洗いを代替することはできないため、③が正しい。","","","監修確認中","保留","完全単位は取得できたが、収録URLだけでは当該主張を直接裏付ける条項・通知箇所を固定できない","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合","問題集の完全問題単位を取得"
"A-OTHER-51E77BFFEE","A-OTHER-51E77BFFEE-01","wrong_choice","wrong_choice","消毒薬の有効成分を室内に保つため、臭気が残る範囲で空気を入れ替える","A1","選択肢又は公式過去問として正答判定へ直接影響","ambiguous","","","","","","","","監修確認中","保留","同一文が複数問題で再利用され、対象問題を一意に固定できない","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合","同一文が問題集2問で再利用"
"A-OTHER-1A864DFF31","A-OTHER-1A864DFF31-01","correct_explanation","correct_choice","温熱環境は、気温、湿度、気流、ふく射熱などの要素により評価される。身体計測、人口動態、消毒工程を示す組合せではないため、③が正しい。","A1","選択肢又は公式過去問として正答判定へ直接影響","yes","235","温熱環境の要素として、適切な組合せはどれか。","1.気温、湿度、二酸化炭素濃度、照度 | 2.気温、騒音、浮遊粉じん、照度 | 3.気温、湿度、気流、ふく射熱 | 4.気温、湿度、水質、照度","3","温熱環境は、気温、湿度、気流、ふく射熱などの要素により評価される。身体計測、人口動態、消毒工程を示す組合せではないため、③が正しい。","","","監修確認中","保留","完全単位は取得できたが、収録URLだけでは当該主張を直接裏付ける条項・通知箇所を固定できない","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合","問題集の完全問題単位を取得"
"A-OTHER-28BD6ED7B0","A-OTHER-28BD6ED7B0-01","correct_explanation","correct_choice","温熱環境は、気温、湿度、気流、ふく射熱などの要素により評価される。身体計測、人口動態、消毒工程を示す組合せではないため、③が正しい。","A1","選択肢又は公式過去問として正答判定へ直接影響","yes","235","温熱環境の要素として、適切な組合せはどれか。","1.気温、湿度、二酸化炭素濃度、照度 | 2.気温、騒音、浮遊粉じん、照度 | 3.気温、湿度、気流、ふく射熱 | 4.気温、湿度、水質、照度","3","温熱環境は、気温、湿度、気流、ふく射熱などの要素により評価される。身体計測、人口動態、消毒工程を示す組合せではないため、③が正しい。","","","監修確認中","保留","完全単位は取得できたが、収録URLだけでは当該主張を直接裏付ける条項・通知箇所を固定できない","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合","問題集の完全問題単位を取得"
"A-OTHER-FE91110960","A-OTHER-FE91110960-01","correct_explanation","correct_choice","温熱環境は、気温、湿度、気流、ふく射熱などの要素により評価される。身体計測、人口動態、消毒工程を示す組合せではないため、③が正しい。","A1","選択肢又は公式過去問として正答判定へ直接影響","yes","235","温熱環境の要素として、適切な組合せはどれか。","1.気温、湿度、二酸化炭素濃度、照度 | 2.気温、騒音、浮遊粉じん、照度 | 3.気温、湿度、気流、ふく射熱 | 4.気温、湿度、水質、照度","3","温熱環境は、気温、湿度、気流、ふく射熱などの要素により評価される。身体計測、人口動態、消毒工程を示す組合せではないため、③が正しい。","","","監修確認中","保留","完全単位は取得できたが、収録URLだけでは当該主張を直接裏付ける条項・通知箇所を固定できない","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合","問題集の完全問題単位を取得"
"A-OTHER-A5BA5F005D","A-OTHER-A5BA5F005D-01","wrong_choice","wrong_choice","皮脂汚れがある場合は消毒液を直接作用させれば、事前の洗浄を省略できる","A1","選択肢又は公式過去問として正答判定へ直接影響","ambiguous","","","","","","","","監修確認中","保留","同一文が複数問題で再利用され、対象問題を一意に固定できない","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合","同一文が問題集2問で再利用"
"A-OTHER-7B9221FBB0","A-OTHER-7B9221FBB0-01","wrong_choice","wrong_choice","親水基と親油基をもち、水相と油相を乳化する界面活性剤である","A1","選択肢又は公式過去問として正答判定へ直接影響","yes","281","ワセリンについて、正しいものはどれか。","1.皮膚表面を保護し、水分蒸散を抑える油性成分である | 2.吸湿性によって角質層へ水分を引き寄せる水溶性の多価アルコールである | 3.親水基と親油基をもち、水相と油相を乳化する界面活性剤である | 4.油脂の酸化による変臭を抑える酸化防止剤である","1","ワセリンは炭化水素系の油性成分で、皮膚表面の保護や水分蒸散の抑制に用いられる。グリセリン、界面活性剤又は酸化防止剤ではないため、①が正しい。","医薬品医療機器等法・化粧品基準","https://laws.e-gov.go.jp/law/335AC0000000145","公式確認済み・問題上の意図的な誤答","修正不要","完全問題単位で誤答位置と正答番号を確認し、問題に記録された公的一次資料との対応を確認","","","問題集の完全問題単位を取得"
"A-OTHER-00B30E5502","A-OTHER-00B30E5502-01","wrong_choice","wrong_choice","施術時間だけを基準に予約枠を設定し、準備や消毒は予約の合間に行う","A1","選択肢又は公式過去問として正答判定へ直接影響","yes","347","予約管理として、適切なものはどれか。","1.施術時間だけを基準に予約枠を設定し、準備や消毒は予約の合間に行う | 2.担当者が覚えられる件数であれば、予約変更を記録に反映しなくてよい | 3.施術時間、担当者、準備時間を考慮して無理のない予約を組む | 4.遅れが見込まれる場合は、予定時刻を過ぎてから顧客へ説明する","3","予約管理では、施術時間、担当者、準備、消毒、片付け等に必要な時間を見込み、無理のない予定を組む。記録や遅延時の説明も必要なため、③が正しい。","","","参考資料確認済み・問題上の意図的な誤答","修正不要","完全問題単位で誤答位置と正答番号の整合を確認。公的一次資料の固定が不足","該当主張を直接裏付ける公的一次資料","一次資料の条項・通知箇所を特定後に公式確認へ更新","問題集の完全問題単位を取得"
"A-OTHER-B20F862945","A-OTHER-B20F862945-01","correct_explanation","correct_explanation","予約管理では、施術時間、担当者、準備、消毒、片付け等に必要な時間を見込み、無理のない予定を組む。記録や遅延時の説明も必要なため、③が正しい。","A1","正解解説の法令・数値・安全基準で正答理解へ直接影響","yes","347","予約管理として、適切なものはどれか。","1.施術時間だけを基準に予約枠を設定し、準備や消毒は予約の合間に行う | 2.担当者が覚えられる件数であれば、予約変更を記録に反映しなくてよい | 3.施術時間、担当者、準備時間を考慮して無理のない予約を組む | 4.遅れが見込まれる場合は、予定時刻を過ぎてから顧客へ説明する","3","予約管理では、施術時間、担当者、準備、消毒、片付け等に必要な時間を見込み、無理のない予定を組む。記録や遅延時の説明も必要なため、③が正しい。","","","監修確認中","保留","完全単位は取得できたが、収録URLだけでは当該主張を直接裏付ける条項・通知箇所を固定できない","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合","問題集の完全問題単位を取得"
"A-OTHER-BF9106596C","A-OTHER-BF9106596C-01","correct_explanation","correct_explanation","予約管理では、施術時間、担当者、準備、消毒、片付け等に必要な時間を見込み、無理のない予定を組む。記録や遅延時の説明も必要なため、③が正しい。","A1","正解解説の法令・数値・安全基準で正答理解へ直接影響","yes","347","予約管理として、適切なものはどれか。","1.施術時間だけを基準に予約枠を設定し、準備や消毒は予約の合間に行う | 2.担当者が覚えられる件数であれば、予約変更を記録に反映しなくてよい | 3.施術時間、担当者、準備時間を考慮して無理のない予約を組む | 4.遅れが見込まれる場合は、予定時刻を過ぎてから顧客へ説明する","3","予約管理では、施術時間、担当者、準備、消毒、片付け等に必要な時間を見込み、無理のない予定を組む。記録や遅延時の説明も必要なため、③が正しい。","","","監修確認中","保留","完全単位は取得できたが、収録URLだけでは当該主張を直接裏付ける条項・通知箇所を固定できない","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合","問題集の完全問題単位を取得"
"A-OTHER-13E9978E26","A-OTHER-13E9978E26-01","correct_explanation","correct_explanation","予約管理では、施術時間、担当者、準備、消毒、片付け等に必要な時間を見込み、無理のない予定を組む。記録や遅延時の説明も必要なため、③が正しい。","A1","正解解説の法令・数値・安全基準で正答理解へ直接影響","yes","347","予約管理として、適切なものはどれか。","1.施術時間だけを基準に予約枠を設定し、準備や消毒は予約の合間に行う | 2.担当者が覚えられる件数であれば、予約変更を記録に反映しなくてよい | 3.施術時間、担当者、準備時間を考慮して無理のない予約を組む | 4.遅れが見込まれる場合は、予定時刻を過ぎてから顧客へ説明する","3","予約管理では、施術時間、担当者、準備、消毒、片付け等に必要な時間を見込み、無理のない予定を組む。記録や遅延時の説明も必要なため、③が正しい。","","","監修確認中","保留","完全単位は取得できたが、収録URLだけでは当該主張を直接裏付ける条項・通知箇所を固定できない","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合","問題集の完全問題単位を取得"
"A-OTHER-1E0518A0C0","A-OTHER-1E0518A0C0-03","correct_explanation","correct_explanation","b. 衛生管理は消毒担当者が実施すれば足り、他のスタッフの作業手順や店舗運営には反映しない。","A1","正解解説の法令・数値・安全基準で正答理解へ直接影響","ambiguous","","","","","","","","監修確認中","保留","同一文が複数問題で再利用され、対象問題を一意に固定できない","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合","同一文が問題集2問で再利用"
"A-OTHER-39035B04C3","A-OTHER-39035B04C3-01","wrong_choice","wrong_choice","刃に毛髪が残っていなければ、顧客ごとの清掃・消毒は省略できる","A1","選択肢又は公式過去問として正答判定へ直接影響","ambiguous","","","","","","","","監修確認中","保留","同一文が複数問題で再利用され、対象問題を一意に固定できない","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合","同一文が問題集2問で再利用"
"A-OTHER-6D5787FC2F","A-OTHER-6D5787FC2F-01","wrong_choice","wrong_choice","床に落とした用具は汚れが付着していなければ、消毒せず作業へ戻せる","A1","選択肢又は公式過去問として正答判定へ直接影響","ambiguous","","","","","","","","監修確認中","保留","同一文が複数問題で再利用され、対象問題を一意に固定できない","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合","同一文が問題集2問で再利用"
"A-OTHER-0889A8C9E0","A-OTHER-0889A8C9E0-01","wrong_choice","wrong_choice","使用後は毛髪を除去し、必要な洗浄・消毒・保管を行う","A1","選択肢又は公式過去問として正答判定へ直接影響","ambiguous","","","","","","","","監修確認中","保留","同一文が複数問題で再利用され、対象問題を一意に固定できない","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合","同一文が問題集2問で再利用"
"A-OTHER-20C6F66CAD","A-OTHER-20C6F66CAD-01","correct_explanation","correct_explanation","カッティング用具は、使用後に毛髪や汚れを除去し、器具に応じた洗浄、消毒、乾燥、保管を行う。外観だけで清潔とは判断できないため、③が正しい。","A1","正解解説の法令・数値・安全基準で正答理解へ直接影響","yes","387","カッティング用具の扱いとして、最も適切なものはどれか。","1.目に見える毛髪だけを乾いた布で除去すれば、次の顧客にも使用できる | 2.床に落とした用具は汚れが付着していなければ、消毒せず作業へ戻せる | 3.使用後は毛髪を除去し、必要な洗浄・消毒・保管を行う | 4.使用後に水洗いして乾燥させれば、器具の種類に応じた消毒は省略できる","3","カッティング用具は、使用後に毛髪や汚れを除去し、器具に応じた洗浄、消毒、乾燥、保管を行う。外観だけで清潔とは判断できないため、③が正しい。","","","監修確認中","保留","完全単位は取得できたが、収録URLだけでは当該主張を直接裏付ける条項・通知箇所を固定できない","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合","問題集の完全問題単位を取得"
"A-OTHER-F199C6E7C5","A-OTHER-F199C6E7C5-01","correct_explanation","correct_explanation","カッティング用具は、使用後に毛髪や汚れを除去し、器具に応じた洗浄、消毒、乾燥、保管を行う。外観だけで清潔とは判断できないため、③が正しい。","A1","正解解説の法令・数値・安全基準で正答理解へ直接影響","yes","387","カッティング用具の扱いとして、最も適切なものはどれか。","1.目に見える毛髪だけを乾いた布で除去すれば、次の顧客にも使用できる | 2.床に落とした用具は汚れが付着していなければ、消毒せず作業へ戻せる | 3.使用後は毛髪を除去し、必要な洗浄・消毒・保管を行う | 4.使用後に水洗いして乾燥させれば、器具の種類に応じた消毒は省略できる","3","カッティング用具は、使用後に毛髪や汚れを除去し、器具に応じた洗浄、消毒、乾燥、保管を行う。外観だけで清潔とは判断できないため、③が正しい。","","","監修確認中","保留","完全単位は取得できたが、収録URLだけでは当該主張を直接裏付ける条項・通知箇所を固定できない","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合","問題集の完全問題単位を取得"
