"parent_audit_id","child_audit_id","rc_class","classification_reason","verified_context","claim","complete_unit","content_id","question_or_title","all_choices","correct_answer_number","explanation_or_body","expected_function_in_question","recorded_source","recorded_url","final_audit_status","correct_answer_impact","safety_impact","release_blocker","release_decision","missing_material","restart_condition"
"A-OTHER-AA60B39CF8","A-OTHER-AA60B39CF8-01","RC-2","器具・消毒・薬剤等の安全な取扱いへ影響する可能性","correct_explanation","感染症予防では、感染源、感染経路、感受性宿主の三要因を把握し、それぞれに対する対策を組み合わせる。消毒だけで換気や手洗いを代替することはできないため、③が正しい。","yes","227","感染症予防の基本として、正しいものはどれか。","1.感染源への対策を行えば、感染経路と感受性宿主への対策は省略できる | 2.環境消毒を行えば、換気や手指衛生などの感染経路対策は省略できる | 3.感染源、感染経路、感受性宿主の三要因を踏まえて対策する | 4.症状のある人だけを感染源とみなし、無症状者への対策は行わない","3","感染症予防では、感染源、感染経路、感受性宿主の三要因を把握し、それぞれに対する対策を組み合わせる。消毒だけで換気や手洗いを代替することはできないため、③が正しい。","","","","監修確認中","未解決の可能性あり","未解決の可能性あり","あり","保留","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-51E77BFFEE","A-OTHER-51E77BFFEE-01","RC-2","器具・消毒・薬剤等の安全な取扱いへ影響する可能性","wrong_choice","消毒薬の有効成分を室内に保つため、臭気が残る範囲で空気を入れ替える","ambiguous","","","","","","誤った記述として機能","","","完全単位未特定・監修確認中","未解決の可能性あり","未解決の可能性あり","あり","完全単位の特定が必要","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-1A864DFF31","A-OTHER-1A864DFF31-01","RC-2","器具・消毒・薬剤等の安全な取扱いへ影響する可能性","correct_choice","温熱環境は、気温、湿度、気流、ふく射熱などの要素により評価される。身体計測、人口動態、消毒工程を示す組合せではないため、③が正しい。","yes","235","温熱環境の要素として、適切な組合せはどれか。","1.気温、湿度、二酸化炭素濃度、照度 | 2.気温、騒音、浮遊粉じん、照度 | 3.気温、湿度、気流、ふく射熱 | 4.気温、湿度、水質、照度","3","温熱環境は、気温、湿度、気流、ふく射熱などの要素により評価される。身体計測、人口動態、消毒工程を示す組合せではないため、③が正しい。","正しい記述として機能","","","完全問題単位確認済み・一次資料箇所待ち","未解決の可能性あり","未解決の可能性あり","あり","一次資料の具体的箇所を固定後に再判定","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-28BD6ED7B0","A-OTHER-28BD6ED7B0-01","RC-2","器具・消毒・薬剤等の安全な取扱いへ影響する可能性","correct_choice","温熱環境は、気温、湿度、気流、ふく射熱などの要素により評価される。身体計測、人口動態、消毒工程を示す組合せではないため、③が正しい。","yes","235","温熱環境の要素として、適切な組合せはどれか。","1.気温、湿度、二酸化炭素濃度、照度 | 2.気温、騒音、浮遊粉じん、照度 | 3.気温、湿度、気流、ふく射熱 | 4.気温、湿度、水質、照度","3","温熱環境は、気温、湿度、気流、ふく射熱などの要素により評価される。身体計測、人口動態、消毒工程を示す組合せではないため、③が正しい。","正しい記述として機能","","","完全問題単位確認済み・一次資料箇所待ち","未解決の可能性あり","未解決の可能性あり","あり","一次資料の具体的箇所を固定後に再判定","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-FE91110960","A-OTHER-FE91110960-01","RC-2","器具・消毒・薬剤等の安全な取扱いへ影響する可能性","correct_choice","温熱環境は、気温、湿度、気流、ふく射熱などの要素により評価される。身体計測、人口動態、消毒工程を示す組合せではないため、③が正しい。","yes","235","温熱環境の要素として、適切な組合せはどれか。","1.気温、湿度、二酸化炭素濃度、照度 | 2.気温、騒音、浮遊粉じん、照度 | 3.気温、湿度、気流、ふく射熱 | 4.気温、湿度、水質、照度","3","温熱環境は、気温、湿度、気流、ふく射熱などの要素により評価される。身体計測、人口動態、消毒工程を示す組合せではないため、③が正しい。","正しい記述として機能","","","完全問題単位確認済み・一次資料箇所待ち","未解決の可能性あり","未解決の可能性あり","あり","一次資料の具体的箇所を固定後に再判定","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-A5BA5F005D","A-OTHER-A5BA5F005D-01","RC-2","器具・消毒・薬剤等の安全な取扱いへ影響する可能性","wrong_choice","皮脂汚れがある場合は消毒液を直接作用させれば、事前の洗浄を省略できる","ambiguous","","","","","","誤った記述として機能","","","完全単位未特定・監修確認中","未解決の可能性あり","未解決の可能性あり","あり","完全単位の特定が必要","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-B20F862945","A-OTHER-B20F862945-01","RC-2","器具・消毒・薬剤等の安全な取扱いへ影響する可能性","correct_explanation","予約管理では、施術時間、担当者、準備、消毒、片付け等に必要な時間を見込み、無理のない予定を組む。記録や遅延時の説明も必要なため、③が正しい。","yes","347","予約管理として、適切なものはどれか。","1.施術時間だけを基準に予約枠を設定し、準備や消毒は予約の合間に行う | 2.担当者が覚えられる件数であれば、予約変更を記録に反映しなくてよい | 3.施術時間、担当者、準備時間を考慮して無理のない予約を組む | 4.遅れが見込まれる場合は、予定時刻を過ぎてから顧客へ説明する","3","予約管理では、施術時間、担当者、準備、消毒、片付け等に必要な時間を見込み、無理のない予定を組む。記録や遅延時の説明も必要なため、③が正しい。","","","","監修確認中","未解決の可能性あり","未解決の可能性あり","あり","保留","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-BF9106596C","A-OTHER-BF9106596C-01","RC-2","器具・消毒・薬剤等の安全な取扱いへ影響する可能性","correct_explanation","予約管理では、施術時間、担当者、準備、消毒、片付け等に必要な時間を見込み、無理のない予定を組む。記録や遅延時の説明も必要なため、③が正しい。","yes","347","予約管理として、適切なものはどれか。","1.施術時間だけを基準に予約枠を設定し、準備や消毒は予約の合間に行う | 2.担当者が覚えられる件数であれば、予約変更を記録に反映しなくてよい | 3.施術時間、担当者、準備時間を考慮して無理のない予約を組む | 4.遅れが見込まれる場合は、予定時刻を過ぎてから顧客へ説明する","3","予約管理では、施術時間、担当者、準備、消毒、片付け等に必要な時間を見込み、無理のない予定を組む。記録や遅延時の説明も必要なため、③が正しい。","","","","監修確認中","未解決の可能性あり","未解決の可能性あり","あり","保留","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-13E9978E26","A-OTHER-13E9978E26-01","RC-2","器具・消毒・薬剤等の安全な取扱いへ影響する可能性","correct_explanation","予約管理では、施術時間、担当者、準備、消毒、片付け等に必要な時間を見込み、無理のない予定を組む。記録や遅延時の説明も必要なため、③が正しい。","yes","347","予約管理として、適切なものはどれか。","1.施術時間だけを基準に予約枠を設定し、準備や消毒は予約の合間に行う | 2.担当者が覚えられる件数であれば、予約変更を記録に反映しなくてよい | 3.施術時間、担当者、準備時間を考慮して無理のない予約を組む | 4.遅れが見込まれる場合は、予定時刻を過ぎてから顧客へ説明する","3","予約管理では、施術時間、担当者、準備、消毒、片付け等に必要な時間を見込み、無理のない予定を組む。記録や遅延時の説明も必要なため、③が正しい。","","","","監修確認中","未解決の可能性あり","未解決の可能性あり","あり","保留","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-1E0518A0C0","A-OTHER-1E0518A0C0-03","RC-2","器具・消毒・薬剤等の安全な取扱いへ影響する可能性","correct_explanation","b. 衛生管理は消毒担当者が実施すれば足り、他のスタッフの作業手順や店舗運営には反映しない。","ambiguous","","","","","","","","","完全単位未特定・監修確認中","未解決の可能性あり","未解決の可能性あり","あり","完全単位の特定が必要","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-39035B04C3","A-OTHER-39035B04C3-01","RC-2","器具・消毒・薬剤等の安全な取扱いへ影響する可能性","wrong_choice","刃に毛髪が残っていなければ、顧客ごとの清掃・消毒は省略できる","ambiguous","","","","","","誤った記述として機能","","","完全単位未特定・監修確認中","未解決の可能性あり","未解決の可能性あり","あり","完全単位の特定が必要","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-6D5787FC2F","A-OTHER-6D5787FC2F-01","RC-2","器具・消毒・薬剤等の安全な取扱いへ影響する可能性","wrong_choice","床に落とした用具は汚れが付着していなければ、消毒せず作業へ戻せる","ambiguous","","","","","","誤った記述として機能","","","完全単位未特定・監修確認中","未解決の可能性あり","未解決の可能性あり","あり","完全単位の特定が必要","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-0889A8C9E0","A-OTHER-0889A8C9E0-01","RC-2","器具・消毒・薬剤等の安全な取扱いへ影響する可能性","wrong_choice","使用後は毛髪を除去し、必要な洗浄・消毒・保管を行う","ambiguous","","","","","","誤った記述として機能","","","完全単位未特定・監修確認中","未解決の可能性あり","未解決の可能性あり","あり","完全単位の特定が必要","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-20C6F66CAD","A-OTHER-20C6F66CAD-01","RC-2","器具・消毒・薬剤等の安全な取扱いへ影響する可能性","correct_explanation","カッティング用具は、使用後に毛髪や汚れを除去し、器具に応じた洗浄、消毒、乾燥、保管を行う。外観だけで清潔とは判断できないため、③が正しい。","yes","387","カッティング用具の扱いとして、最も適切なものはどれか。","1.目に見える毛髪だけを乾いた布で除去すれば、次の顧客にも使用できる | 2.床に落とした用具は汚れが付着していなければ、消毒せず作業へ戻せる | 3.使用後は毛髪を除去し、必要な洗浄・消毒・保管を行う | 4.使用後に水洗いして乾燥させれば、器具の種類に応じた消毒は省略できる","3","カッティング用具は、使用後に毛髪や汚れを除去し、器具に応じた洗浄、消毒、乾燥、保管を行う。外観だけで清潔とは判断できないため、③が正しい。","","","","監修確認中","未解決の可能性あり","未解決の可能性あり","あり","保留","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-F199C6E7C5","A-OTHER-F199C6E7C5-01","RC-2","器具・消毒・薬剤等の安全な取扱いへ影響する可能性","correct_explanation","カッティング用具は、使用後に毛髪や汚れを除去し、器具に応じた洗浄、消毒、乾燥、保管を行う。外観だけで清潔とは判断できないため、③が正しい。","yes","387","カッティング用具の扱いとして、最も適切なものはどれか。","1.目に見える毛髪だけを乾いた布で除去すれば、次の顧客にも使用できる | 2.床に落とした用具は汚れが付着していなければ、消毒せず作業へ戻せる | 3.使用後は毛髪を除去し、必要な洗浄・消毒・保管を行う | 4.使用後に水洗いして乾燥させれば、器具の種類に応じた消毒は省略できる","3","カッティング用具は、使用後に毛髪や汚れを除去し、器具に応じた洗浄、消毒、乾燥、保管を行う。外観だけで清潔とは判断できないため、③が正しい。","","","","監修確認中","未解決の可能性あり","未解決の可能性あり","あり","保留","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-0244E765A6","A-OTHER-0244E765A6-01","RC-2","器具・消毒・薬剤等の安全な取扱いへ影響する可能性","correct_explanation","カッティング用具は、使用後に毛髪や汚れを除去し、器具に応じた洗浄、消毒、乾燥、保管を行う。外観だけで清潔とは判断できないため、③が正しい。","yes","387","カッティング用具の扱いとして、最も適切なものはどれか。","1.目に見える毛髪だけを乾いた布で除去すれば、次の顧客にも使用できる | 2.床に落とした用具は汚れが付着していなければ、消毒せず作業へ戻せる | 3.使用後は毛髪を除去し、必要な洗浄・消毒・保管を行う | 4.使用後に水洗いして乾燥させれば、器具の種類に応じた消毒は省略できる","3","カッティング用具は、使用後に毛髪や汚れを除去し、器具に応じた洗浄、消毒、乾燥、保管を行う。外観だけで清潔とは判断できないため、③が正しい。","","","","監修確認中","未解決の可能性あり","未解決の可能性あり","あり","保留","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-572156FEFB","A-OTHER-572156FEFB-05","RC-2","器具・消毒・薬剤等の安全な取扱いへ影響する可能性","correct_explanation","d. 刃物は、使用前後に衛生状態を確認し、必要な消毒又は交換を行う。","ambiguous","","","","","","","","","完全単位未特定・監修確認中","未解決の可能性あり","未解決の可能性あり","あり","完全単位の特定が必要","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-F0DDB82CEC","A-OTHER-F0DDB82CEC-01","RC-2","器具・消毒・薬剤等の安全な取扱いへ影響する可能性","wrong_choice","使用前後に衛生状態を確認し、必要な消毒又は交換を行う","ambiguous","","","","","","誤った記述として機能","","","完全単位未特定・監修確認中","未解決の可能性あり","未解決の可能性あり","あり","完全単位の特定が必要","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-F9D3B5F9A0","A-OTHER-F9D3B5F9A0-01","RC-2","器具・消毒・薬剤等の安全な取扱いへ影響する可能性","correct_explanation","シェービング用の刃物は血液や体液へ触れる可能性があるため、使用前後に衛生状態を確認し、器具に応じた消毒又は刃の交換を行う。水濡らしだけでは消毒にならないため、②が正しい。","yes","398","シェービングに用いる刃物類の扱いとして、最も適切なものはどれか。","1.目に見える毛髪を除去すれば、同じ営業日の複数の顧客に続けて使用できる | 2.使用前後に衛生状態を確認し、必要な消毒又は交換を行う | 3.刃物を流水で洗い流して乾燥させれば、器具に応じた消毒は省略できる | 4.切れ味が低下した刃は、刃角を寝かせて刃圧を高めれば交換せず使用できる","2","シェービング用の刃物は血液や体液へ触れる可能性があるため、使用前後に衛生状態を確認し、器具に応じた消毒又は刃の交換を行う。水濡らしだけでは消毒にならないため、②が正しい。","","","","監修確認中","未解決の可能性あり","未解決の可能性あり","あり","保留","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-0CAFE37121","A-OTHER-0CAFE37121-01","RC-2","器具・消毒・薬剤等の安全な取扱いへ影響する可能性","correct_explanation","シェービング用の刃物は血液や体液へ触れる可能性があるため、使用前後に衛生状態を確認し、器具に応じた消毒又は刃の交換を行う。水濡らしだけでは消毒にならないため、②が正しい。","yes","398","シェービングに用いる刃物類の扱いとして、最も適切なものはどれか。","1.目に見える毛髪を除去すれば、同じ営業日の複数の顧客に続けて使用できる | 2.使用前後に衛生状態を確認し、必要な消毒又は交換を行う | 3.刃物を流水で洗い流して乾燥させれば、器具に応じた消毒は省略できる | 4.切れ味が低下した刃は、刃角を寝かせて刃圧を高めれば交換せず使用できる","2","シェービング用の刃物は血液や体液へ触れる可能性があるため、使用前後に衛生状態を確認し、器具に応じた消毒又は刃の交換を行う。水濡らしだけでは消毒にならないため、②が正しい。","","","","監修確認中","未解決の可能性あり","未解決の可能性あり","あり","保留","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-04E6194D10","A-OTHER-04E6194D10-01","RC-2","器具・消毒・薬剤等の安全な取扱いへ影響する可能性","correct_explanation","シェービング用の刃物は血液や体液へ触れる可能性があるため、使用前後に衛生状態を確認し、器具に応じた消毒又は刃の交換を行う。水濡らしだけでは消毒にならないため、②が正しい。","yes","398","シェービングに用いる刃物類の扱いとして、最も適切なものはどれか。","1.目に見える毛髪を除去すれば、同じ営業日の複数の顧客に続けて使用できる | 2.使用前後に衛生状態を確認し、必要な消毒又は交換を行う | 3.刃物を流水で洗い流して乾燥させれば、器具に応じた消毒は省略できる | 4.切れ味が低下した刃は、刃角を寝かせて刃圧を高めれば交換せず使用できる","2","シェービング用の刃物は血液や体液へ触れる可能性があるため、使用前後に衛生状態を確認し、器具に応じた消毒又は刃の交換を行う。水濡らしだけでは消毒にならないため、②が正しい。","","","","監修確認中","未解決の可能性あり","未解決の可能性あり","あり","保留","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-4225B3818E","A-OTHER-4225B3818E-01","RC-2","器具・消毒・薬剤等の安全な取扱いへ影響する可能性","correct_explanation","シェービング後の皮膚は刺激を受けやすいため、発赤、傷、乾燥等を確認し、状態に応じて鎮静や保湿等の処置を行う。器具消毒の代わりにはならないため、③が正しい。","yes","419","シェービング後の皮膚処置として、最も適切なものはどれか。","1.発赤の有無にかかわらず、収れん作用の強い薬剤を同じ量だけ塗布する | 2.施術前に異常がなければ、施術後の発赤は一時的なものとして観察を省略する | 3.皮膚状態に応じて、鎮静・保湿などの処置を行う | 4.施術後に皮膚を消毒すれば、血液に触れていない器具の消毒は省略できる","3","シェービング後の皮膚は刺激を受けやすいため、発赤、傷、乾燥等を確認し、状態に応じて鎮静や保湿等の処置を行う。器具消毒の代わりにはならないため、③が正しい。","","","","監修確認中","未解決の可能性あり","未解決の可能性あり","あり","保留","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-F37433A405","A-OTHER-F37433A405-01","RC-2","器具・消毒・薬剤等の安全な取扱いへ影響する可能性","correct_explanation","シェービング後の皮膚は刺激を受けやすいため、発赤、傷、乾燥等を確認し、状態に応じて鎮静や保湿等の処置を行う。器具消毒の代わりにはならないため、③が正しい。","yes","419","シェービング後の皮膚処置として、最も適切なものはどれか。","1.発赤の有無にかかわらず、収れん作用の強い薬剤を同じ量だけ塗布する | 2.施術前に異常がなければ、施術後の発赤は一時的なものとして観察を省略する | 3.皮膚状態に応じて、鎮静・保湿などの処置を行う | 4.施術後に皮膚を消毒すれば、血液に触れていない器具の消毒は省略できる","3","シェービング後の皮膚は刺激を受けやすいため、発赤、傷、乾燥等を確認し、状態に応じて鎮静や保湿等の処置を行う。器具消毒の代わりにはならないため、③が正しい。","","","","監修確認中","未解決の可能性あり","未解決の可能性あり","あり","保留","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-8092EA82FB","A-OTHER-8092EA82FB-01","RC-2","器具・消毒・薬剤等の安全な取扱いへ影響する可能性","correct_explanation","シェービング後の皮膚は刺激を受けやすいため、発赤、傷、乾燥等を確認し、状態に応じて鎮静や保湿等の処置を行う。器具消毒の代わりにはならないため、③が正しい。","yes","419","シェービング後の皮膚処置として、最も適切なものはどれか。","1.発赤の有無にかかわらず、収れん作用の強い薬剤を同じ量だけ塗布する | 2.施術前に異常がなければ、施術後の発赤は一時的なものとして観察を省略する | 3.皮膚状態に応じて、鎮静・保湿などの処置を行う | 4.施術後に皮膚を消毒すれば、血液に触れていない器具の消毒は省略できる","3","シェービング後の皮膚は刺激を受けやすいため、発赤、傷、乾燥等を確認し、状態に応じて鎮静や保湿等の処置を行う。器具消毒の代わりにはならないため、③が正しい。","","","","監修確認中","未解決の可能性あり","未解決の可能性あり","あり","保留","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-F7B2D9FCBD","A-OTHER-F7B2D9FCBD-01","RC-2","器具・消毒・薬剤等の安全な取扱いへ影響する可能性","wrong_choice","器具は消毒前に十分洗浄し、付着物を除いてから消毒する。","ambiguous","","","","","","誤った記述として機能","","","完全単位未特定・監修確認中","未解決の可能性あり","未解決の可能性あり","あり","完全単位の特定が必要","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-B1D457186E","A-OTHER-B1D457186E-01","RC-2","器具・消毒・薬剤等の安全な取扱いへ影響する可能性","correct_explanation","「器具は消毒前に十分洗浄し、付着物を除いてから消毒する」は、消毒法の判断基準に合う。","no","","","","","","","","","完全単位未特定・監修確認中","未解決の可能性あり","未解決の可能性あり","あり","完全単位の特定が必要","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-CAFB16947D","A-OTHER-CAFB16947D-01","RC-2","器具・消毒・薬剤等の安全な取扱いへ影響する可能性","wrong_choice","希釈した消毒液は、外観が透明なら交換せず継続して使用できる。","ambiguous","","","","","","誤った記述として機能","","","完全単位未特定・監修確認中","未解決の可能性あり","未解決の可能性あり","あり","完全単位の特定が必要","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-59056EE111","A-OTHER-59056EE111-01","RC-2","器具・消毒・薬剤等の安全な取扱いへ影響する可能性","correct_choice","「汚れや濃度低下に注意し、原則として毎日取り替える」は、消毒法の判断基準に合う。","yes","198","希釈して用いる消毒液の管理として、適切なものはどれか。","1.見た目が透明なら何週間も使い続けてよい | 2.汚れや濃度低下に注意し、原則として毎日取り替える | 3.濃度が分からないまま水で薄めて使用する | 4.複数の消毒薬を混ぜれば効果が必ず高まる","2","希釈して用いる消毒液は、汚れや濃度低下に注意し、原則として毎日取り替える。外観だけで継続使用を判断したり、濃度不明のまま希釈したり、薬剤を混合したりしてはならないため、②が正しい。","正しい記述として機能","厚生労働省「理容所及び美容所における衛生管理要領」","https://www.mhlw.go.jp/web/t_doc?dataId=00ta5155&dataType=1&pageNo=1","完全問題単位確認済み・一次資料箇所待ち","未解決の可能性あり","未解決の可能性あり","あり","一次資料の具体的箇所を固定後に再判定","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-AC23D70EA6","A-OTHER-AC23D70EA6-01","RC-2","器具・消毒・薬剤等の安全な取扱いへ影響する可能性","correct_choice","「蒸発や汚れに注意し、濃度が保たれるよう管理する」は、消毒法の判断基準に合う。","yes","199","エタノール消毒液の管理として、適切なものはどれか。","1.容器を開けたままにして蒸発させるほど効果が高まる | 2.水を多く加えても消毒用エタノールと同じ効果がある | 3.蒸発や汚れに注意し、濃度が保たれるよう管理する | 4.汚れた綿を何度も戻して使用する","3","エタノール消毒液は、蒸発や汚れによって濃度や消毒効果が変化するため、適正な濃度が保たれるよう管理する。したがって③が正しい。","正しい記述として機能","厚生労働省「理容所及び美容所における衛生管理要領」","https://www.mhlw.go.jp/web/t_doc?dataId=00ta5155&dataType=1&pageNo=1","完全問題単位確認済み・一次資料箇所待ち","未解決の可能性あり","未解決の可能性あり","あり","一次資料の具体的箇所を固定後に再判定","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-EF053A2847","A-OTHER-EF053A2847-01","RC-2","器具・消毒・薬剤等の安全な取扱いへ影響する可能性","wrong_choice","使用済み器具を密封袋に入れれば、消毒済み器具と同じ収納部に保管できる。","ambiguous","","","","","","誤った記述として機能","","","完全単位未特定・監修確認中","未解決の可能性あり","未解決の可能性あり","あり","完全単位の特定が必要","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-4F4A2C1C9E","A-OTHER-4F4A2C1C9E-01","RC-2","器具・消毒・薬剤等の安全な取扱いへ影響する可能性","wrong_choice","頭髪の切断だけに用いるものを除くかみそりは、血液付着の有無にかかわらず、血液付着器具と同じ区分の方法で消毒する。","ambiguous","","","","","","誤った記述として機能","","","完全単位未特定・監修確認中","未解決の可能性あり","未解決の可能性あり","あり","完全単位の特定が必要","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-C70B4ADFC8","A-OTHER-C70B4ADFC8-01","RC-2","器具・消毒・薬剤等の安全な取扱いへ影響する可能性","correct_explanation","「頭髪の切断だけに用いるものを除くかみそりは、血液付着の有無にかかわらず、血液付着器具と同じ区分の方法で消毒する」は、消毒法の判断基準に合う。","no","","","","","","","","","完全単位未特定・監修確認中","未解決の可能性あり","未解決の可能性あり","あり","完全単位の特定が必要","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-03421A13DA","A-OTHER-03421A13DA-01","RC-2","器具・消毒・薬剤等の安全な取扱いへ影響する可能性","wrong_choice","同じ客に続けて使用する場合は、作業の途中で刃が皮膚に触れても消毒を要しない。","ambiguous","","","","","","誤った記述として機能","","","完全単位未特定・監修確認中","未解決の可能性あり","未解決の可能性あり","あり","完全単位の特定が必要","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-DADB481EDA","A-OTHER-DADB481EDA-01","RC-2","器具・消毒・薬剤等の安全な取扱いへ影響する可能性","wrong_choice","頭髪の切断だけに用いるものを除き、血液付着器具と同じ区分の方法で消毒する。","ambiguous","","","","","","誤った記述として機能","","","完全単位未特定・監修確認中","未解決の可能性あり","未解決の可能性あり","あり","完全単位の特定が必要","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-8CD248010A","A-OTHER-8CD248010A-01","RC-2","器具・消毒・薬剤等の安全な取扱いへ影響する可能性","correct_choice","「頭髪の切断だけに用いるものを除き、血液付着器具と同じ区分の方法で消毒する」は、消毒法の判断基準に合う。","yes","201","かみそりの消毒について、正しいものはどれか。","1.頭髪の切断だけに用いるものを除き、血液付着器具と同じ区分の方法で消毒する | 2.血液の付着が目視できない場合は、紫外線照射だけで消毒できる | 3.替刃式では、使用後に刃を交換すればホルダーは水洗いだけでよい | 4.同じ客に続けて使用する場合は、作業の途中で刃が皮膚に触れても消毒を要しない","1","頭髪の切断だけに用いるものを除くかみそりは、血液付着の有無にかかわらず、煮沸、規定濃度のエタノール又は次亜塩素酸ナトリウムによる区分で消毒する。替刃式でもホルダーの洗浄及び消毒は必要であるため、①が正しい。","正しい記述として機能","厚生労働省「理容所及び美容所における衛生管理要領」","https://www.mhlw.go.jp/web/t_doc?dataId=00ta5155&dataType=1&pageNo=1","完全問題単位確認済み・一次資料箇所待ち","未解決の可能性あり","未解決の可能性あり","あり","一次資料の具体的箇所を固定後に再判定","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-573FE26FDC","A-OTHER-573FE26FDC-01","RC-2","器具・消毒・薬剤等の安全な取扱いへ影響する可能性","correct_explanation","「20mL」は、消毒法の判断基準に合う。","ambiguous","","","","","","","","","完全単位未特定・監修確認中","未解決の可能性あり","未解決の可能性あり","あり","完全単位の特定が必要","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-41207CD4B3","A-OTHER-41207CD4B3-01","RC-2","器具・消毒・薬剤等の安全な取扱いへ影響する可能性","correct_explanation","aとbは、いずれも消毒法の基準に合致する。","no","","","","","","","","","完全単位未特定・監修確認中","未解決の可能性あり","未解決の可能性あり","あり","完全単位の特定が必要","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-890EE7A6D6","A-OTHER-890EE7A6D6-01","RC-2","器具・消毒・薬剤等の安全な取扱いへ影響する可能性","correct_explanation","次の記述のうち、消毒法の「衛生管理要領」及び「衛生管理要領」について正しいものの組合せはどれか。","ambiguous","","","","","","","","","完全単位未特定・監修確認中","未解決の可能性あり","未解決の可能性あり","あり","完全単位の特定が必要","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
